10206565395765612,1
1490557354326008,1
10207685256555603,1
1702804713328769,1
947313038643895,1
10211006281537082,1
895206060647352,1
1910546272292784,1
10201116957644052,1
10205609168490363,1
161255270923305,1
1405004226231263,1
10205454600864465,1
10207949386158364,1
10211934224524348,1
314268085575971,1
909071352544331,1
10153698890858715,1
10157017455929741,1
10207622114332405,1
607155918549,1
874444105985439,1
10206030195094130,1
1331489100213721,1
373541306130542,1
955537407837447,1
10153246387686229,1
849740375146217,1
1054722367893467,1
918812288210303,1
1027345243954722,1
932499286787172,1
10205075006059024,1
161129030937269,1
200788446946475,1
722328947813073,1
134731193632827,1
10153314181006676,1
720609721415082,1
10159604292925328,1
1959556394370976,1
209975962689420,1
10214141814115609,1
130674210659863,1
1899965846741704,1
10206682049023638,1
10207979942752974,1
193147971262456,1
10208156669713161,1
536430669843003,1
385768488531430,1
10210652043882963,1
929750430393655,1
371119963301667,1
10214584737801302,1
10209130044163292,1
10206243905915054,1
845464112288040,1
478814535633626,1
451882291667376,1
10154220692923222,1
10204238517196996,1
1022724537786169,1
1554599628110811,1
921604187910107,1
924762587559101,1
1625837387668564,1
1503473153009325,1
10207101029297795,1
10153565977455326,1
10201148644554051,1
326148477866583,1
943582585811144,1
752945348165129,1
973498892709306,1
911661262197770,1
10156835650957388,1
10210667478388687,1
10206234918886520,1
1464385106947985,1
533666610320649,1
1008587779186114,1
151551891868657,1
170317243306897,1
10102845281779982,1
10208025749224819,1
820635601367817,1
1526676410754213,1
491876544319965,1
1628320493895278,1
490346837803600,1
1956148251277612,1
702609299876639,1
985805014773543,1
1202453909805306,1
666769073711707,1
1625143720875211,1
893848724014032,1
10206025612374363,1
948801811844535,1
10202930538759558,1
1802725513095472,1
10156087963133825,1
10157128894785265,1
10211260229961255,1
10153812950944095,1
150614385583466,1
10154262312432738,1
10207867578342843,1
206741949713949,1
400053210191316,1
371865513239347,1
10200963710170368,1
1711660435729103,1
965439216873134,1
10154180665804528,1
224313731301704,1
2154431654570682,1
393131381100975,1
915557238494226,1
10152410166408204,1
1146939252103690,1
997130250359944,1
1031151826925974,1
305740113278034,1
936123419819872,1
10157686467141509,1
10204886330356583,1
10210613236231992,1
1751967198155567,1
1166188700062234,1
1812138969013614,1
1636940296344074,1
1803802132964772,1
1005950839546078,1
1010293702335645,1
191854724509697,1
137959583584061,1
1116712408349119,1
10152206822861642,1
1573362719550592,1
1888580564490292,1
937134749668789,1
1046726602024998,1
10206382481579281,1
1491711164231909,1
522950704547276,1
456617757879781,1
10206828232018394,1
859712707444761,1
813064018815179,1
131587897211846,1
10155136342386444,1
10203907830489646,1
1078031368876348,1
175024279901438,1
10205105525981597,1
10206157232745070,1
1053133771383692,1
309643059543862,1
1222380207789305,1
956546831071089,1
10207285020837453,1
1308224862528419,1
886124631486741,1
10210934736900166,1
837686936344533,1
1015290075177359,1
10214531257850547,1
930376400305874,1
870911783017070,1
1736671559677222,1
304134010106488,1
1609026522478129,1
10203971757923026,1
10210982479781265,1
157152184628899,1
330302417443982,1
862606063852618,1
937074463034678,1
1170150216332395,1
1059983134064638,1
10208357367760090,1
1392692470858262,1
941018385923959,1
10203959488261735,1
532810523552132,1
1534200910191654,1
10153523861891438,1
10205157574730626,1
749980605188004,1
10205081908872175,1
400281560183148,1
10157418302050434,1
934386176600354,1
10204096274527645,1
10206364136675238,1
836578573042051,1
10153618163389761,1
10154305404189328,1
947113128677388,1
1387845837979239,1
1450962951687670,1
1114780935324722,1
1082291555136388,1
939987406063090,1
1211165635578117,1
10207839027118725,1
1659017487646144,1
1468541596809333,1
418744498542145,1
587501094745186,1
1083669538324288,1
935419366633660,1
362423373931575,1
10154213722409622,1
1212372828781503,1
10208093770936382,1
726272797456020,1
10204741612819649,1
10214193397723435,1
989804897787208,1
10211033182522298,1
10207864722279213,1
622450114564591,1
1063029980414767,1
147857259062841,1
10152300873155490,1
1052516868223209,1
10159789122720341,1
10214839521284852,1
179234119115649,1
966236586751148,1
10202386749302236,1
146540845998108,1
1717575611807916,1
10212706632035693,1
1750788061890514,1
320835961423289,1
131538880526810,1
2122670197873683,1
1615123032072397,1
908156735940109,1
